НАЧАЛО РАСЧЕТА:
Лямбда 0: 1.0
Лямбда 1: 1.4
Решающий порог: 3.0
Количество повторных запусков: 5.0
Лямбда: 1.0
r[1]: 0.1572839084168154
r[2]: 0.42582263315038504
r[3]: 0.4235593658057799
r[4]: 0.8170340960388316
r[5]: 0.2793739722584243
r[6]: 0.050779877676654595
r[7]: 0.5850267210356948
r[8]: 0.30191697722890065
r[9]: 0.48068010621290724
r[10]: 0.004438117562973409
r[11]: 0.7048820693833149
r[12]: 0.5587120894654861
r[13]: 0.30835682812011767
r[14]: 0.41508695931225026
r[15]: 0.9897737479275517
r[16]: 0.5076579309582052
r[17]: 0.1385429552750409
r[18]: 0.559111525051434
r[19]: 0.8673270785618638
r[20]: 0.13872975676149313
r[21]: 0.187917425367214
r[22]: 0.6975168568124238
r[23]: 0.3927084309176925
r[24]: 0.9804712012514529
r[25]: 0.7174943595840785
r[26]: 0.8710092631815783
r[27]: 0.658724399543634
r[28]: 0.49045802917177417
r[29]: 0.22550254063760244
r[30]: 0.7822151907898677
r[31]: 0.4694232356798671
r[32]: 0.2501120158633564
r[33]: 0.32416772848341024
r[34]: 0.23655293593283377
r[35]: 0.8283028868463399
r[36]: 0.7725166188932532
r[37]: 0.9851241145578257
r[38]: 0.554508657655182
r[39]: 0.32264957823370943
r[40]: 0.7672370227993021
r[41]: 0.8967822715176339
r[42]: 0.08267295587465362
r[43]: 0.7625953431216314
r[44]: 0.7611232648466182
r[45]: 0.3117611209422162
r[46]: 0.17935506367648657
r[47]: 0.9951091338525523
r[48]: 0.6997677867639349
r[49]: 0.7067240867504792
r[50]: 0.6654457228471147
r[51]: 0.46554377164323213
r[52]: 0.0400771660347331
r[53]: 0.860379931469996
r[54]: 0.336640285171388
r[55]: 0.7545643335318086
r[56]: 0.38823979639502526
r[57]: 0.6070779522151926
r[58]: 0.3667538562677308
r[59]: 0.09031872758722947
r[60]: 0.4552736694952928
r[61]: 0.6505094848064379
r[62]: 0.4170429448446973
r[63]: 0.021155763396642158
r[64]: 0.7775457745886166
r[65]: 0.2664392845656489
r[66]: 0.19126990975802505
r[67]: 0.03180638971627059
r[68]: 0.3802645809731975
r[69]: 0.2762970695503475
r[70]: 0.341094413520164
r[71]: 0.647814167194496
r[72]: 0.8619285197455785
r[73]: 0.9747960720918026
r[74]: 0.4953237052864472
r[75]: 0.33315493681884323
r[76]: 0.6434188335613807
r[77]: 0.2905953875514845
r[78]: 0.6631760588607071
r[79]: 0.2904728485375694
r[80]: 0.20349700266742554
r[81]: 0.5554692135562728
r[82]: 0.1721734363504056
r[83]: 0.30033401735772214
r[84]: 0.7983372684050589
r[85]: 0.00953742675150182
r[86]: 0.6189675338188325
r[87]: 0.8451567961526505
r[88]: 0.5113926401852591
r[89]: 0.6624293833564302
r[90]: 0.5088730172169958
r[91]: 0.8547521078843461
r[92]: 0.5852170702491292
r[93]: 0.08050172553710977
r[94]: 0.3109145186769635
r[95]: 0.2423749928684501
r[96]: 0.8662184563468875
r[97]: 0.2501795295618089
r[98]: 0.9609867583828541
r[99]: 0.3102548204776675
r[100]: 0.5821465694203617
r[101]: 0.7956082707250721
r[102]: 0.1721664104889311
r[103]: 0.3567475679813932
r[104]: 0.19511327975958082
r[105]: 0.4366090939673939
r[106]: 0.6490509682308294
r[107]: 0.9669642622392505
r[108]: 0.4872759519571114
r[109]: 0.5734043000382697
r[110]: 0.14702837014850323
r[111]: 0.6877718941323122
r[112]: 0.7930260436071656
r[113]: 0.41270606391428866
r[114]: 0.880197331077184
r[115]: 0.9723518145419389
r[116]: 0.777319062922376
r[117]: 0.2079590124256463
r[118]: 0.5008312129426206
r[119]: 0.8372744098727957
r[120]: 0.16604585833281893
r[121]: 0.12089560013887024
r[122]: 0.7630189885449921
r[123]: 0.5159215748591345
r[124]: 0.03957642858024346
r[125]: 0.18001955398124803
r[126]: 0.4331637240252728
r[127]: 0.024917371630545193
r[128]: 0.5027988881161638
r[129]: 0.8757429044260616
r[130]: 0.16600814676539744
r[131]: 0.00027027878645080605
r[132]: 0.23746348402858541
r[133]: 0.9976957075155631
r[134]: 0.06013569769510296
r[135]: 0.5814414453112003
r[136]: 0.5834416163820414
r[137]: 0.787656246572201
r[138]: 0.7492389391504455
r[139]: 0.18945549602371792
r[140]: 0.9824566157601062
r[141]: 0.03395913449551913
r[142]: 0.5148701325441054
r[143]: 0.6968413442024516
r[144]: 0.3306071755498371
r[145]: 0.4732587036459349
r[146]: 0.4031702540864385
r[147]: 0.8325815017935814
r[148]: 0.17443450004571837
r[149]: 0.1368489857022256
r[150]: 0.0020227365067475578
r[151]: 0.43208453616364817
r[152]: 0.015141182689403565
r[153]: 0.8965693629704526
r[154]: 0.30777740238818696
r[155]: 0.02293824231149899
r[156]: 0.09922647031550902
r[157]: 0.05588374503768956
r[158]: 0.685490816684792
r[159]: 0.12257545083350485
r[160]: 0.7319825613314219
r[161]: 0.30675986306392633
r[162]: 0.8079095861907545
r[163]: 0.402669801470367
r[164]: 0.5811278051153033
r[165]: 0.3294424312813883
r[166]: 0.029866107307047196
r[167]: 0.8674640795588062
r[168]: 0.6193959444887361
r[169]: 0.02154353732987002
r[170]: 0.8093441143549145
r[171]: 0.6830493777653274
r[172]: 0.2256248368716074
r[173]: 0.3468316006029465
r[174]: 0.06674119908064469
r[175]: 0.2538138387611233
r[176]: 0.8552003108068027
r[177]: 0.7095680779085677
r[178]: 0.5941170922486748
r[179]: 0.4382808388371223
r[180]: 0.3983179039647644
r[181]: 0.2902856303296878
r[182]: 0.6952660143426334
r[183]: 0.04130489380321789
r[184]: 0.646285078204643
r[185]: 0.8598543472733136
r[186]: 0.31638743074299835
r[187]: 0.008030419724318283
r[188]: 0.7437792585538481
r[189]: 0.19099710655365798
r[190]: 0.40478011373447764
r[191]: 0.8351824831943179
r[192]: 0.2519591473666619
r[193]: 0.2302163242508024
r[194]: 0.6990915243366669
r[195]: 0.1960902619992303
r[196]: 0.25156779655114947
r[197]: 0.9307408131370554
r[198]: 0.960853414752897
r[199]: 0.13029302330471104
r[200]: 0.49964810967042617
r[201]: 0.9587459899273078
r[202]: 0.26507651207561245
r[203]: 0.033212507112719836
r[204]: 0.5026758755795849
r[205]: 0.07188616250819824
r[206]: 0.07292587456901845
r[207]: 0.37333832869029493
r[208]: 0.01584845945454816
r[209]: 0.9247124692498717
r[210]: 0.5973069778006425
r[211]: 0.5020174113899912
r[212]: 0.03274559817162348
r[213]: 0.132234721341436
r[214]: 0.2842761286028518
r[215]: 0.8550204658647329
r[216]: 0.8567613875532842
r[217]: 0.11453543630209406
r[218]: 0.5686644225730167
r[219]: 0.8476388253733153
r[220]: 0.9170096598988906
r[221]: 0.0976927983671868
r[222]: 0.7029470590559217
r[223]: 0.36350058553589637
r[224]: 0.22341609976414367
r[225]: 0.462895159154153
r[226]: 0.4552830454715342
r[227]: 0.19064729208099773
r[228]: 0.07470736153110824
r[229]: 0.530617222276209
r[230]: 0.5143943407772761
r[231]: 0.21578751987491362
r[232]: 0.3749515966257385
r[233]: 0.3669709834697741
r[234]: 0.513130750698491
r[235]: 0.9811437111976421
r[236]: 0.22739902765151798
r[237]: 0.22044600261974157
r[238]: 0.21006290715871978
r[239]: 0.9109798589812075
r[240]: 0.43376513969256714
r[241]: 0.8198603610414033
r[242]: 0.6895598410561948
r[243]: 0.42443555905199426
r[244]: 0.35382733212030104
r[245]: 0.5642684309378763
r[246]: 0.23104898318758516
r[247]: 0.005465005464037387
r[248]: 0.32580432505080614
r[249]: 0.3113133989085337
r[250]: 0.9367824584091481
r[251]: 0.6891190629167783
r[252]: 0.6175856739766438
r[253]: 0.3238306730859595
r[254]: 0.16285361963658163
r[255]: 0.25773216678871036
r[256]: 0.04235900009933291
r[257]: 0.6263041657260301
r[258]: 0.2373669835451545
r[259]: 0.48833381028565137
r[260]: 0.5376547659987021
r[261]: 0.4689479678127566
r[262]: 0.6029720415918617
r[263]: 0.48421361376237426
r[264]: 0.2511269006430792
r[265]: 0.8820289492054381
r[266]: 0.8826807193760877
r[267]: 0.2291958427861317
r[268]: 0.9201019404285772
r[269]: 0.568277516672952
r[270]: 0.8684357653427924
r[271]: 0.8141373995698696
r[272]: 0.0747640918968705
r[273]: 0.04895749517053294
r[274]: 0.1525735585697724
r[275]: 0.9284547315003794
r[276]: 0.45125924773489634
r[277]: 0.8643095847809333
r[278]: 0.012394004713410123
r[279]: 0.26307639160313
r[280]: 0.9090587047310724
r[281]: 0.10960313810624622
r[282]: 0.004375972829417929
r[283]: 0.06091804243973664
r[284]: 0.7246639851578102
r[285]: 0.8071471469966793
r[286]: 0.5998250850552829
r[287]: 0.6132745989188538
r[288]: 0.13409673396369826
r[289]: 0.06435247775137964
r[290]: 0.763611932852736
r[291]: 0.30216944592447625
r[292]: 0.19866816911177554
r[293]: 0.6003904423624767
r[294]: 0.9332330958564793
r[295]: 0.37965198540904355
r[296]: 0.9774879704089376
r[297]: 0.7440141423763373
r[298]: 0.9170941827519948
r[299]: 0.5393365214426926
r[300]: 0.8148139544340117
r[301]: 0.3893972017877265
r[302]: 0.26333174498253487
r[303]: 0.9372426253696962
r[304]: 0.2843254611569288
r[305]: 0.0549850518220788
r[306]: 0.14769251636131953
r[307]: 0.1916300538149125
r[308]: 0.17591716023365234
r[309]: 0.6060080644519213
r[310]: 0.5223106956178545
r[311]: 0.0880315654664463
r[312]: 0.8983980866918262
r[313]: 0.6220821839835076
r[314]: 0.6244138942558026
r[315]: 0.39318096573413663
r[316]: 0.279188711027492
r[317]: 0.6880814342522519
r[318]: 0.15783123324924153
r[319]: 0.2648856516639353
r[320]: 0.19773766892131783
r[321]: 0.656279132090089
r[322]: 0.1234901682804792
r[323]: 0.07833868884278705
r[324]: 0.7408217937059881
r[325]: 0.9192068462743029
r[326]: 0.726579003025245
r[327]: 0.7746999462506676
r[328]: 0.9554242503001061
r[329]: 0.34276008735913
r[330]: 0.17212359262571175
r[331]: 0.10421834755114123
r[332]: 0.3239215794435598
r[333]: 0.14381499339812953
r[334]: 0.31130268641282666
r[335]: 0.9044857840435803
r[336]: 0.05225766091854822
r[337]: 0.1167511646361249
r[338]: 0.8114255438485817
r[339]: 0.4943918369868433
r[340]: 0.3081134444463628
r[341]: 0.6166767976370889
r[342]: 0.4431139090900039
r[343]: 0.20403564822384457
r[344]: 0.7986609457658062
r[345]: 0.9976203023685964
r[346]: 0.18288688844105683
r[347]: 0.523404638510212
r[348]: 0.6087178743603265
r[349]: 0.34722625772358073
r[350]: 0.6099703835497098
r[351]: 0.16029886855592046
r[352]: 0.4614077788553482
r[353]: 0.7986540288479407
r[354]: 0.9950396949837771
r[355]: 0.33873339311605655
r[356]: 0.32281597827373554
r[357]: 0.12877749143192652
r[358]: 0.4981635840152716
r[359]: 0.19557046869674954
r[360]: 0.269262275639616
r[361]: 0.03842458742753141
r[362]: 0.2878083335782996
r[363]: 0.6750820158196423
r[364]: 0.937476930836399
r[365]: 0.3597813221596903
r[366]: 0.2892384968758057
r[367]: 0.6198326574440496
r[368]: 0.366701106833655
r[369]: 0.5708447356653686
r[370]: 0.10283923708854015
r[371]: 0.5971514071149008
r[372]: 0.3029175029547393
r[373]: 0.41942112972372625
r[374]: 0.1972930768416301
r[375]: 0.3159683359524368
r[376]: 0.1891085879370743
r[377]: 0.4460558154915242
r[378]: 0.6994840701126497
r[379]: 0.36504150990678075
r[380]: 0.02937851280589998
r[381]: 0.6037039355079126
r[382]: 0.4293521698743442
r[383]: 0.5555047976340626
r[384]: 0.8383110563493771
r[385]: 0.4512382975436873
r[386]: 0.6616208341399922
r[387]: 0.2004250385723252
r[388]: 0.5951648868173598
r[389]: 0.55804423749167
r[390]: 0.4349616498712743
r[391]: 0.021963018717735205
r[392]: 0.9092734723331891
r[393]: 0.8129113799862309
r[394]: 0.8905367708260624
r[395]: 0.6207069544238594
r[396]: 0.7388454645415955
r[397]: 0.12997013278635017
r[398]: 0.3559643268412366
r[399]: 0.7221991327541316
r[400]: 0.4392347545183246
r[401]: 0.2277328539859358
r[402]: 0.11820990519786023
r[403]: 0.862335050818083
r[404]: 0.902590361678732
r[405]: 0.9021464749067246
r[406]: 0.9279651740407807
r[407]: 0.01418754332108163
r[408]: 0.42446991190124916
r[409]: 0.2006307115102176
r[410]: 0.9430257182707779
r[411]: 0.09718427755671522
r[412]: 0.9174975238458785
r[413]: 0.3138694485853707
r[414]: 0.14917409023658024
r[415]: 0.9755587191831756
r[416]: 0.7690466897568128
r[417]: 0.887096391108108
r[418]: 0.0719267769398525
r[419]: 0.4899072535254019
r[420]: 0.3222537341223013
r[421]: 0.13045532770827495
r[422]: 0.7548117054222853
r[423]: 0.38686683776616615
r[424]: 0.29464477445296067
r[425]: 0.12807157517159462
r[426]: 0.7114788886432211
r[427]: 0.10599672083996214
r[428]: 0.7819627231091353
r[429]: 0.6041842456231199
r[430]: 0.823627375122546
r[431]: 0.1559274967073664
r[432]: 0.4758743003373922
r[433]: 0.0064358128236906564
r[434]: 0.7400895735024433
r[435]: 0.8830991215686699
r[436]: 0.6055319698188658
r[437]: 0.4297581235818354
r[438]: 0.7720036519091098
r[439]: 0.6046106469868715
r[440]: 0.6708909313906254
r[441]: 0.5637933933113236
r[442]: 0.6527418565589345
r[443]: 0.8696315688054054
r[444]: 0.7493806810109518
r[445]: 0.9386614016438949
r[446]: 0.6057590463321043
r[447]: 0.35567004930053703
r[448]: 0.10608709743363809
r[449]: 0.3761657586975439
r[450]: 0.04583711335919838
r[451]: 0.1165735772145372
r[452]: 0.1675088196662039
r[453]: 0.16410353489725882
r[454]: 0.4783412232914015
r[455]: 0.39243925706642246
r[456]: 0.19395526834617527
r[457]: 0.7341722024658156
r[458]: 0.16169107722147014
r[459]: 0.7521583324749479
r[460]: 0.04220666863231037
r[461]: 0.9522976176603102
r[462]: 0.6630483209145707
r[463]: 0.07640989575249313
r[464]: 0.02120473817428803
r[465]: 0.7996502288205128
r[466]: 0.16601228457806894
r[467]: 0.6395114906338079
r[468]: 0.3374343131463331
r[469]: 0.3787975747363851
r[470]: 0.8235647631963311
r[471]: 0.09632473705829203
r[472]: 0.6540608888771263
r[473]: 0.46033761507010473
r[474]: 0.8478304377759728
r[475]: 0.622435381603028
r[476]: 0.9725285695125935
r[477]: 0.37392552954583647
r[478]: 0.1337748801293086
r[479]: 0.6894281077460407
r[480]: 0.3372534810321117
r[481]: 0.48943436051348044
r[482]: 0.47511708088480065
r[483]: 0.5220804833056438
r[484]: 0.40340623760064487
r[485]: 0.542913711815175
r[486]: 0.2850329936155086
r[487]: 0.37716771463717336
r[488]: 0.28894659974662473
r[489]: 0.7227048811422836
r[490]: 0.9850758577414355
r[491]: 0.2675923277525377
r[492]: 0.869707913228504
r[493]: 0.7678616861756933
r[494]: 0.016092610067358848
r[495]: 0.412326059178328
r[496]: 0.6095545900011073
r[497]: 0.4599382526228102
r[498]: 0.3812510256004059
r[499]: 0.8280487161198511
r[500]: 0.7040006480682577
r[501]: 0.6173962226772155
r[502]: 0.8592078030758445
r[503]: 0.7750265602810762
r[504]: 0.5732316288690267
r[505]: 0.6583439839019453
r[506]: 0.8157515855915972
r[507]: 0.6287012095607665
r[508]: 0.9949696004786241
r[509]: 0.19560895667723543
r[510]: 0.4812953505424691
r[511]: 0.668052936745227
r[512]: 0.8211791349144281
r[513]: 0.5097740244549414
r[514]: 0.8649995359284528
r[515]: 0.14424678659269063
r[516]: 0.07537857373780055
r[517]: 0.030509650372464225
r[518]: 0.150429955150423
r[519]: 0.9572689095849967
r[520]: 0.9746266966093784
r[521]: 0.9962376486545604
